textID,text,sentiment,index
bf5648f449,I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,positive,get new laptop days excited dell inspiron core duo ghz ddr hdd inches screen
a30ac6968d, there`s just no air,neutral,air
55885b8d56," Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week",positive,monday end weekend cannot escape wish good week
dcb8c622d6,"Omg, someone just left me a voicemail at work    ffs let me have a day off",neutral,omg someone left voicemail work ffs let day
8a7ec25b1d,_paige aww hey! I didn`t know this was you! LOL. I`m sick. No outtie for me.,negative,paige aww hey know lol sick outtie
c099a82f08,Deucie picked up by his sitter for the weekend.,neutral,deucie picked sitter weekend
9fdbbae837,"wish i could be in via funchal  yesterday, , , ,  were PERFECT, the best day in my life ****",positive,wish could via funchal yesterday perfect best day life
743b62f788,I got me a little too much sun today,negative,got little much sun today
b28d4dc555, it was jokes!!!  me love the mag..really!,positive,jokes love mag really
e6d422171f, awww too bad I won`t be there - I`d entertain the thought of entering,negative,awww bad entertain thought entering
d852bd1a2f,broke my gorilla pod  and I think one Lego Knight lost his helmet,neutral,broke gorilla pod think one lego knight lost helmet
3275252823,"Getting ready to meet Laura!  Than training, even if I`m sick.",neutral,getting ready meet laura training even sick
85d457e045," Re: SWA & Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",neutral,swa pets good news owners bad news people allergies needed fly less sad many know
33ad42350a," Happy Mother`s Day, Kadi!!",positive,happy mother day kadi
5fddcf4458,"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",neutral,hummmmm ohh miss much realy hope nice friends like
0a216e58ee,loves listening to people practising on the piano downstairs,positive,loves listening people practising piano downstairs
426882d2a4,"Basically I`ve listened to Miley Cyrus for fourteen hours now, and I love it.",positive,basically listened miley cyrus fourteen hours love
82696f0c34, http://tinyurl.com/q3u32x isn`t that the podcasting gear you got in for bit-tech?,neutral,http tinyurl com podcasting gear got bit tech
0d63d7ce38," cool, your too good to me you know",positive,cool good know
071d00752c, You are doing the right thing though.  A fridge is where vegetables go to die,neutral,right thing though fridge vegetables die
634ee9d286,Proudly watching my film  http://bit.ly/dP2Uh,positive,proudly watching film http bit
78d1db2879, why you not go on the twitters no more?   oh bais!,neutral,twitters bais
bc63da3379,My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can`t go wrong with those folks!,neutral,apologies impersonal swamped today great people great follows though wrong folks
66fbea38f0," Follow me please, so I can DM you...",neutral,follow please
ba0779f4f8, meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,neutral,meagan rochelle one need would say cater didnt produce
269e7185cb,_44 Thanks!! It was a bit out of my comfort zone but it was fun,neutral,thanks bit comfort zone fun
ed5d8644c2,is at Klaudine`s. Again...,neutral,klaudine
d59345eded,happy mothers day to all the beautful mums.,positive,happy mothers day beautful mums
0c88d19f11,I think it`s time to take a shower & get ready for the dayy.  I hope we go shopping while we`re in Mason today. I want new clothes!!,neutral,think time take shower get ready dayy hope shopping mason today want new clothes
f087e45bff,Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,positive,yay made first sale redbubble makes happy http bit gurq
57c7383b1e, Just kidding! Don`t go around quoting me,neutral,kidding around quoting
b5939b4393,Oh... I miss the Piano.,negative,miss piano
ddc170fe0a,Just found out my baby cousin is gonna be a dad!!!! At least he`s married already. Everybody is getting married and having kids before me,neutral,found baby cousin gonna dad least married already everybody getting married kids
7a27f6ce72,posting this from blogspot,neutral,posting blogspot
cf3f9bd354,Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain,neutral,still news room however audio turn around grabbed tea looking forward get rain
11639b3048," Praying for love in a lap dance, and paying in naivety. <--One of my fav songs",positive,praying love lap dance paying naivety one fav songs
93acb731c3, Cheers. Wish I had more fonts to play with,positive,cheers wish fonts play
9e3108591c, My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.,positive,pleasure mom mother day spread love
fb5516fec0," dammit, no! one tweet from september, noodles is also taken",negative,dammit one tweet september noodles also taken
192373fed7, that`s a good attitude,positive,good attitude
efeb7a4614,  whenever you are mama!  Let`s do it,positive,whenever mama let
04795b9c4a,the classes with my students are over  gonna miss them...,negative,classes students gonna miss
121be04fda,mary hates me again  i wana walmart it butno one wants to go,negative,mary hates wana walmart butno one wants
52ca74468a,   We`re idiots.  Ok mostly I was skint but hell I could`ve done something......,negative,idiots mostly skint hell could done something
4479e4f7aa," In my case, it`s going to be exams showing me a thing or two.  I`m very much hopeful about November `09, though.",positive,case going exams showing thing two much hopeful november though
8af75c49a4, ohh i would def give it 2 u but tht was kenyatta`s cam not mine  sry but i want tht pic 2,negative,ohh would def give tht kenyatta cam mine sry want tht pic
5b34fdd255,Happy Mother`s Day! Justin Timberlake`s version a mother`s day gift.. http://bit.ly/6fGxd  -- too funny!!!,positive,happy mother day justin timberlake version mother day gift http bit fgxd funny
56e0767069," cool, not a big user of DM though",neutral,cool big user though
efcb2921d5,It`s freakin` hot and humid today.,negative,freakin hot humid today
ef22d695fd, I`m here if u need to vent!,positive,need vent
7f3a3bc5d9,I think I might fall in love with jihoon in boys over flower.,positive,think might fall love jihoon boys flower
f33a2d10e2, thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,positive,thanks add try signing later get home still luck email someone
0ac3ca6878,_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,positive,perth awesome love top gear whos favourite got admit soft spot captain slow
1b5f1316fa,waiting for landlord to come see about our shower,neutral,waiting landlord come see shower
51b39d4447, ohhh yea it is from the same film  and this one had been a fave for a longgggg time... any1 for humma humma?,positive,ohhh yea film one fave longgggg time humma humma
c6b6e97053,This is great curl-up-in-a-ball-and-read later. I wish I had a book.,positive,great curl ball read later wish book
dffcd948d3,hahaha yeah i see that. but he can`t twitter me back,neutral,hahaha yeah see twitter back
8cab18917e,"I don`t dig emo **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u",positive,dig emo like song sorry emo http blip
49d309d88a,is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,positive,hanging roomies adore gentlemen live great people good talk discussing boy issues
7e26065fff, agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,positive,agree facehunter embarrassing representation compare swedes look like born stylish
9d7fa735e2,YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,negative,yes going sophmore college geez cant get job cause everyone thinks fifteen
01858b03b7,is back here in plurk.  http://plurk.com/p/rq5ru,neutral,back plurk http plurk com
c213900189,Another nice day again! Working in Goderich today so I can walk & enjoy the weather,positive,another nice day working goderich today walk enjoy weather
a782692a57,thinkin twitter is really quite borin,negative,thinkin twitter really quite borin
788156942d,winter flu has to twitter about logies to get noticed. haha. I love rove,positive,winter flu twitter logies get noticed haha love rove
336d79d2d0,Good night you twitter people,positive,good night twitter people
237589b163,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,negative,hate beats dogs guess way teach pitts
7bb579f466,BOYSTOWN.  I`ll leave for Eastwood in 3hours.,neutral,boystown leave eastwood hours
348ff19d0d,Happy morning to everyone!,positive,happy morning everyone
776f8b4f8f," ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",positive,ooh good starting hardest one gonna day ive locked door leaving food toilet
b568eb06b4,wishes people wouldn`t be so stubborn sometimes.,positive,wishes people stubborn sometimes
b2776c2690,I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card,neutral,filled forms stop contributing retirement account set employer pay credit card
1eb9a2da29, what I thought ur going somewhere that`s why I didn`t invitw u,neutral,thought going somewhere invitw
423ad94dd0, tnx for the repLy on myspace...,neutral,tnx reply myspace
b4e7391d34,"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not really in a position to make that judgement  #steviewonder",negative,lovely beautiful sorry stevie really position make judgement steviewonder
d74715612b,"_FC sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun",neutral,fc sounds good maybe player quotes photos etc living atm would love bits pieces ady sun
